0.005,270.8998051
0.01,450.8154262
0.02,328.0172271
0.025,364.869669
0.03,407.9816686
0.035,412.4973063
0.04,440.7166361
0.0425,448.6823052
0.045,490.1290392
0.0475,724.5061629
0.05,1258.229032
0.055,3179.612678
0.06,6079.071071
0.065,12255.71263
0.07,15633.70638
0.075,20917.09027
0.08,28382.96277
0.09,44417.76814
